"","Parcel.Number","APN","Date.Sold","KIVA.PIN","Address.Number","Street","Street.Type","Combined.Full.Address","City","State","Longitude","Latitude","Land.Bank"
"169","K2011-01677","28720070900000000",2012-08-01,21329,"5821","29TH","TER","5821  E 29TH TER","Kansas City","Missouri",-94.51503102,39.07103864,"Yes"
"170","K2011-01684","28810020200000000",2012-08-01,21464,"5441","27TH","ST","5441  E 27TH ST","Kansas City","Missouri",-94.51828382,39.07579015,"Yes"
"171","K2011-01685","28810030400000000",2012-08-01,21702,"2709","DENVER","AVE","2709   DENVER AVE","Kansas City","Missouri",-94.52262627,39.07569564,"Yes"
"172","K2011-01686","28810050700000000",2012-08-01,21733,"2711","QUINCY","AVE","2711   QUINCY AVE","Kansas City","Missouri",-94.52368478,39.07549182,"Yes"
"173","K2011-01688","28810060800000000",2012-08-01,21757,"2723","BRIGHTON","AVE","2723   BRIGHTON AVE","Kansas City","Missouri",-94.52471898,39.07529053,"Yes"
"174","K2011-01691","28810100700000000",2012-08-01,21508,"5427","27TH","TER","5427  E 27TH TER","Kansas City","Missouri",-94.51901964,39.07508829,"Yes"
"175","K2011-01692","28810112000000000",2012-08-01,21533,"5622","28TH","ST","5622 A E 28TH ST","Kansas City","Missouri",-94.51674265,39.07471064,"Yes"
"176","K2011-01697","28810131100000000",2012-08-01,21557,"5417","28TH","ST","5417  E 28TH ST","Kansas City","Missouri",-94.51959497,39.07438102,"Yes"
"177","K2011-01698","28810140700000000",2012-08-01,21608,"5415","BONITA","AVE","5415   BONITA AVE","Kansas City","Missouri",-94.51958184,39.0736558,"Yes"
"178","K2011-01699","28810142100000000",2012-08-01,21613,"5525","BONITA","AVE","5525   BONITA AVE","Kansas City","Missouri",-94.51877175,39.07363058,"Yes"
"179","K2011-01700","28810151200000000",2012-08-01,21617,"2823","OAKLEY","AVE","2823   OAKLEY AVE","Kansas City","Missouri",-94.51785437,39.07355156,"Yes"
"180","K2011-01701","28810172000000000",2012-08-01,21685,"5422","29TH","ST","5422  E 29TH ST","Kansas City","Missouri",-94.51899458,39.07260452,"Yes"
"181","K2011-01705","28810330600000000",2012-08-01,21909,"3011","QUINCY","AVE","3011   QUINCY AVE","Kansas City","Missouri",-94.52376971,39.07027985,"Yes"
"182","K2011-01721","28820072600000000",2012-08-01,22305,"2714","CYPRESS","AVE","2714   CYPRESS AVE","Kansas City","Missouri",-94.53084966,39.07568115,"Yes"
"183","K2011-01730","28820152100000000",2012-08-01,22259,"2806","ELMWOOD","AVE","2806   ELMWOOD AVE","Kansas City","Missouri",-94.52990283,39.07421653,"Yes"
"184","K2011-01731","28820251302000000",2012-08-01,22575,"2919","KENSINGTON","AVE","2919   KENSINGTON AVE","Kansas City","Missouri",-94.53147274,39.07211594,"Yes"
"185","K2011-01744","28820271600000000",2012-08-01,22522,"3007","JACKSON","AVE","3007   JACKSON AVE","Kansas City","Missouri",-94.53403703,39.07068971,"Yes"
"186","K2011-01746","28820273700000000",2012-08-01,22509,"2932","SPRUCE","AVE","2932   SPRUCE AVE","Kansas City","Missouri",-94.53348209,39.07161606,"Yes"
"187","K2011-01752","28820311800000000",2012-08-01,22704,"3026","CHELSEA","AVE","3026   CHELSEA AVE","Kansas City","Missouri",-94.52796513,39.06987387,"Yes"
"188","K2011-01754","28820321000000000",2012-08-01,22727,"3031","CHELSEA","AVE","3031   CHELSEA AVE","Kansas City","Missouri",-94.52744415,39.06974744,"Yes"
"189","K2011-01756","28820321800000000",2012-08-01,22736,"3034","POPLAR","AVE","3034   POPLAR AVE","Kansas City","Missouri",-94.52706535,39.06957046,"Yes"
"190","K2011-01758","28820322900000000",2012-08-01,22728,"3033","CHELSEA","AVE","3033   CHELSEA AVE","Kansas City","Missouri",-94.52744981,39.06963762,"Yes"
"191","K2011-01760","28830031900000000",2012-08-01,22806,"4906","LINWOOD","BLVD","4906  E LINWOOD BLVD","Kansas City","Missouri",-94.52755325,39.06755077,"Yes"
"192","K2011-01764","28830070300000000",2012-08-01,22924,"3101","KENSINGTON","AVE","3101   KENSINGTON AVE","Kansas City","Missouri",-94.53197575,39.06891517,"Yes"
"193","K2011-01769","28830121900000000",2012-08-01,23051,"3228","CYPRESS","AVE","3228   CYPRESS AVE","Kansas City","Missouri",-94.53147305,39.06624889,"Yes"
"194","K2011-01781","28840111800000000",2012-08-01,23423,"3304","DRURY","AVE","3304   DRURY AVE","Kansas City","Missouri",-94.5200705,39.06486461,"Yes"
"195","K2011-01783","28840150100000000",2012-08-01,23440,"3322","OAKLEY","AVE","3322   OAKLEY AVE","Kansas City","Missouri",-94.51902441,39.06416698,"Yes"
"196","K2011-01784","28840160700000000",2012-08-01,23456,"5602","34TH","ST","5602  E 34TH ST","Kansas City","Missouri",-94.51862358,39.06383776,"Yes"
"197","K2011-01786","28840212200000000",2012-08-01,23313,"3408","HARDESTY","AVE","3408   HARDESTY AVE","Kansas City","Missouri",-94.52118462,39.06301113,"Yes"
"198","K2011-01789","28910060700000000",2012-08-01,23646,"3601","27TH","ST","3601  E 27TH ST","Kansas City","Missouri",-94.54085106,39.07650048,"Yes"
"199","K2011-01800","28910141200000000",2012-08-01,23585,"2814","MYRTLE","AVE","2814   MYRTLE AVE","Kansas City","Missouri",-94.53682105,39.07419469,"Yes"
"200","K2011-01806","28910210400000000",2012-08-01,24044,"3709","29TH","ST","3709  E 29TH ST","Kansas City","Missouri",-94.53945009,39.07255647,"Yes"
"201","K2011-01810","28910280700000000",2012-08-01,24127,"3025","MERSINGTON","AVE","3025   MERSINGTON AVE","Kansas City","Missouri",-94.53750631,39.0702762,"Yes"
"202","K2011-01811","28910280800000000",2012-08-01,24126,"3033","MERSINGTON","AVE","3033   MERSINGTON AVE","Kansas City","Missouri",-94.53751461,39.0701115,"Yes"
"203","K2011-01818","28920011100000000",2012-08-01,24357,"3229","27TH","ST","3229  E 27TH ST","Kansas City","Missouri",-94.54497805,39.07651796,"Yes"
"204","K2011-01822","28920041900000000",2012-08-01,24534,"2620","28TH","ST","2620  E 28TH ST","Kansas City","Missouri",-94.55147322,39.07521054,"Yes"
"205","K2011-01836","28920170800000000",2012-08-01,24634,"3011","MONTGALL","AVE","3011   MONTGALL AVE","Kansas City","Missouri",-94.55131276,39.07109399,"Yes"
"206","K2011-01838","28920200500000000",2012-08-01,24771,"3009","AGNES","AVE","3009   AGNES AVE","Kansas City","Missouri",-94.54785624,39.07102805,"Yes"
"207","K2011-01841","28920212000000000",2012-08-01,24833,"3032","WALROND","AVE","3032   WALROND AVE","Kansas City","Missouri",-94.54630668,39.07021585,"Yes"
"208","K2011-01850","28930091700000000",2012-08-01,24987,"3241","COLLEGE","AVE","3241   COLLEGE AVE","Kansas City","Missouri",-94.54464103,39.06611952,"Yes"
"209","K2011-01851","28930101800000000",2012-08-01,25104,"3228","COLLEGE","AVE","3228   COLLEGE AVE","Kansas City","Missouri",-94.5452597,39.06662499,"Yes"
"210","K2011-01852","28930111100000000",2012-08-01,25120,"3239","BELLEFONTAINE","AVE","3239   BELLEFONTAINE AVE","Kansas City","Missouri",-94.54702544,39.06630593,"Yes"
"211","K2011-01858","28930192700000000",2012-08-01,25323,"3332","SOUTH BENTON","AVE","3332   SOUTH BENTON AVE","Kansas City","Missouri",-94.54993913,39.06499548,"Yes"
"212","K2011-01859","28930200900000000",2012-08-01,25494,"3315","SOUTH BENTON","AVE","3315   SOUTH BENTON AVE","Kansas City","Missouri",-94.54926412,39.06549714,"Yes"
"213","K2011-01860","28930201600000000",2012-08-01,25486,"3335","SOUTH BENTON","AVE","3335   SOUTH BENTON AVE","Kansas City","Missouri",-94.54931025,39.06482802,"Yes"
"214","K2011-01865","28930232500000000",2012-08-01,25700,"3326","COLLEGE","AVE","3326   COLLEGE AVE","Kansas City","Missouri",-94.5453337,39.06501039,"Yes"
"215","K2011-01869","28930243600000000",2012-08-01,25612,"3314","INDIANA","AVE","3314   INDIANA AVE","Kansas City","Missouri",-94.5441995,39.06541219,"Yes"
"216","K2011-01873","28930253300000000",2012-08-01,25588,"3422","INDIANA","AVE","3422   INDIANA AVE","Kansas City","Missouri",-94.54429758,39.06332833,"Yes"
"217","K2011-01876","28930272100000000",2012-08-01,25759,"3434","BENTON","BLVD","3434   BENTON BLVD","Kansas City","Missouri",-94.54672366,39.0628689,"Yes"
"218","K2011-01901","28940241000000000",2012-08-01,26343,"3419","CLEVELAND","AVE","3419   CLEVELAND AVE","Kansas City","Missouri",-94.53899587,39.06301389,"Yes"
"219","K2011-01904","28940271400000000",2012-08-01,26282,"4108","35TH","ST","4108  E 35TH ST","Kansas City","Missouri",-94.53550278,39.0623463,"Yes"
"220","K2011-01948","29410190100000000",2012-08-01,123855,"615","20TH","ST","615  W 20TH ST","Kansas City","Missouri",-94.59194834,39.08924533,"Yes"
"221","K2011-01954","29420141700000000",2012-08-01,124040,"2144","HOLLY","ST","2144   HOLLY ST","Kansas City","Missouri",-94.5987335,39.0864515,"Yes"
"222","K2011-01955","29420151900000000",2012-08-01,124092,"2110","MERCIER","ST","2110   MERCIER ST","Kansas City","Missouri",-94.59914034,39.08750574,"Yes"
"223","K2011-01980","29610220900000000",2012-08-01,13039,"2015","WABASH","AVE","2015   WABASH AVE","Kansas City","Missouri",-94.55283573,39.08740647,"Yes"
"224","K2011-01981","29610221000000000",2012-08-01,13040,"2017","WABASH","AVE","2017   WABASH AVE","Kansas City","Missouri",-94.55283908,39.08732951,"Yes"
"225","K2011-01991","29610310800000000",2012-08-01,13081,"2129","PARK","AVE","2129   PARK AVE","Kansas City","Missouri",-94.5551878,39.08574014,"Yes"
"226","K2011-01995","29610352100000000",2012-08-01,13214,"2216","WABASH","AVE","2216   WABASH AVE","Kansas City","Missouri",-94.55358698,39.08489072,"Yes"
"227","K2011-02000","29620381500000000",2012-08-01,13482,"1616","22ND","TER","1616  E 22ND TER","Kansas City","Missouri",-94.5627935,39.08541007,"Yes"
"228","K2011-02006","29640020400000000",2012-08-01,14259,"2403","23RD","ST","2403  E 23RD ST","Kansas City","Missouri",-94.55418933,39.08423376,"Yes"
"229","K2011-02009","29640061100000000",2012-08-01,14294,"2319","WOODLAND","AVE","2319   WOODLAND AVE","Kansas City","Missouri",-94.56107842,39.08392148,"Yes"
"230","K2011-02013","29640090500000000",2012-08-01,14085,"2421","BROOKLYN","AVE","2421   BROOKLYN AVE","Kansas City","Missouri",-94.55650825,39.08249286,"Yes"
"231","K2011-02015","29640130400000000",2012-08-01,14203,"2503","24TH","TER","2503  E 24TH TER","Kansas City","Missouri",-94.55314762,39.08170509,"Yes"
"232","K2011-02017","29640131200000000",2012-08-01,14211,"2455","WABASH","AVE","2455   WABASH AVE","Kansas City","Missouri",-94.55313129,39.08096247,"Yes"
"233","K2011-02023","29640240800000000",2012-08-01,14709,"2517","BROOKLYN","AVE","2517   BROOKLYN AVE","Kansas City","Missouri",-94.55662202,39.08015247,"Yes"
"234","K2011-02024","29640243000000000",2012-08-01,14703,"2514","PARK","AVE","2514   PARK AVE","Kansas City","Missouri",-94.5561157,39.08023817,"Yes"
"235","K2011-02025","29640252900000000",2012-08-01,14603,"2536","OLIVE","ST","2536   OLIVE ST","Kansas City","Missouri",-94.55501206,39.07947079,"Yes"
"236","K2011-02026","29640253500000000",2012-08-01,14759,"2520","OLIVE","ST","2520   OLIVE ST","Kansas City","Missouri",-94.55496777,39.08004498,"Yes"
"237","K2011-02027","29640253600000000",2012-08-01,14758,"2516","OLIVE","ST","2516   OLIVE ST","Kansas City","Missouri",-94.5549467,39.0801323,"Yes"
"238","K2011-02034","29640271100000000",2012-08-01,14653,"2537","WABASH","AVE","2537   WABASH AVE","Kansas City","Missouri",-94.55322078,39.07939482,"Yes"
"239","K2011-02035","29640272500000000",2012-08-01,14728,"2512","PROSPECT","AVE","2512   PROSPECT AVE","Kansas City","Missouri",-94.5526777,39.08019029,"Yes"
"240","K2011-02044","29640322200000000",2012-08-01,14487,"2624","BROOKLYN","AVE","2624   BROOKLYN AVE","Kansas City","Missouri",-94.55740226,39.07819893,"Yes"
"241","K2011-02045","29640330800000000",2012-08-01,14537,"2613","EUCLID","AVE","2613   EUCLID AVE","Kansas City","Missouri",-94.55902796,39.07855457,"Yes"
"242","K2011-02046","29640331600000000",2012-08-01,14530,"2635","EUCLID","AVE","2635   EUCLID AVE","Kansas City","Missouri",-94.559061,39.07786936,"Yes"
"243","K2011-02048","29640341400000000",2012-08-01,14552,"2620","EUCLID","AVE","2620   EUCLID AVE","Kansas City","Missouri",-94.55970338,39.07835809,"Yes"
"244","K2011-02049","29710020500000000",2012-08-01,26627,"2705","OLIVE","ST","2705   OLIVE ST","Kansas City","Missouri",-94.55446834,39.07679713,"Yes"
"245","K2011-02050","29710022400000000",2012-08-01,26615,"2726","WABASH","AVE","2726   WABASH AVE","Kansas City","Missouri",-94.55400084,39.07610803,"Yes"
"246","K2011-02052","29710031901000000",2012-08-01,252021,"2750","OLIVE","ST","2750   OLIVE ST","Kansas City","Missouri",-94.55510905,39.07553521,"Yes"
"247","K2011-02053","29710032200000000",2012-08-01,26644,"2734","OLIVE","ST","2734   OLIVE ST","Kansas City","Missouri",-94.55517701,39.07590841,"Yes"
"248","K2011-02056","29710042100000000",2012-08-01,26503,"2736","PARK","AVE","2736   PARK AVE","Kansas City","Missouri",-94.55632463,39.07583455,"Yes"
"249","K2011-02059","29710053000000000",2012-08-01,26698,"2712","BROOKLYN","AVE","2712   BROOKLYN AVE","Kansas City","Missouri",-94.55749085,39.07684705,"Yes"
"250","K2011-02060","29710072600000000",2012-08-01,26582,"2826","PARK","AVE","2826   PARK AVE","Kansas City","Missouri",-94.55640674,39.07439088,"Yes"
"251","K2011-02062","29710073200000000",2012-08-01,26509,"2810","PARK","AVE","2810   PARK AVE","Kansas City","Missouri",-94.55637522,39.07501294,"Yes"
"252","K2011-02064","29710083300000000",2012-08-01,26485,"2804","OLIVE","ST","2804   OLIVE ST","Kansas City","Missouri",-94.5552198,39.07513902,"Yes"
"253","K2011-02065","29710091900000000",2012-08-01,26545,"2404","29TH","ST","2404  E 29TH ST","Kansas City","Missouri",-94.55462264,39.07378035,"Yes"
"254","K2011-02066","29710100800000000",2012-08-01,26446,"2817","WABASH","AVE","2817   WABASH AVE","Kansas City","Missouri",-94.55344326,39.07478344,"Yes"
"255","K2011-02067","29710101300000000",2012-08-01,26534,"2831","WABASH","AVE","2831   WABASH AVE","Kansas City","Missouri",-94.55347104,39.07422293,"Yes"
"256","K2011-02068","29710121500000000",2012-08-01,26903,"2935","OLIVE","ST","2935   OLIVE ST","Kansas City","Missouri",-94.55468944,39.07224556,"Yes"
"257","K2011-02069","29710122700000000",2012-08-01,26901,"2930","WABASH","AVE","2930   WABASH AVE","Kansas City","Missouri",-94.55420765,39.07232002,"Yes"
"258","K2011-02076","29710153300000000",2012-08-01,26810,"2946","BROOKLYN","AVE","2946   BROOKLYN AVE","Kansas City","Missouri",-94.55762734,39.07196862,"Yes"
"259","K2011-02077","29710153400000000",2012-08-01,26811,"2944","BROOKLYN","AVE","2944   BROOKLYN AVE","Kansas City","Missouri",-94.55762284,39.07206257,"Yes"
"260","K2011-02078","29710153500000000",2012-08-01,26812,"2942","BROOKLYN","AVE","2942   BROOKLYN AVE","Kansas City","Missouri",-94.55782106,39.07206723,"Yes"
"261","K2011-02081","29710232700000000",2012-08-01,26859,"3004","PARK","AVE","3004   PARK AVE","Kansas City","Missouri",-94.55657526,39.07152553,"Yes"
"262","K2011-02083","29710240400000000",2012-08-01,26855,"3005","PARK","AVE","3005   PARK AVE","Kansas City","Missouri",-94.55589454,39.07144106,"Yes"
"263","K2011-02085","29710240600000000",2012-08-01,26853,"3013","PARK","AVE","3013   PARK AVE","Kansas City","Missouri",-94.55590378,39.07125603,"Yes"
"264","K2011-02087","29710253000000000",2012-08-01,26979,"3026","WABASH","AVE","3026   WABASH AVE","Kansas City","Missouri",-94.55427919,39.0707754,"Yes"
"265","K2011-02088","29720011100000000",2012-08-01,27111,"1700","28TH","ST","1700  E 28TH ST","Kansas City","Missouri",-94.5628371,39.07588284,"Yes"
"266","K2011-02092","29720202100000000",2012-08-01,27374,"1612","30TH","ST","1612  E 30TH ST","Kansas City","Missouri",-94.56359849,39.07225923,"Yes"
"267","K2011-02093","29720202200000000",2012-08-01,27375,"1616","30TH","ST","1616  E 30TH ST","Kansas City","Missouri",-94.56337411,39.0722516,"Yes"
"268","K2011-02097","29720302700000000",2012-08-01,27367,"3016","HIGHLAND","AVE","3016   HIGHLAND AVE","Kansas City","Missouri",-94.56352096,39.07140409,"Yes"
"269","K2011-02098","29720303000000000",2012-08-01,27370,"3004","HIGHLAND","AVE","3004   HIGHLAND AVE","Kansas City","Missouri",-94.56344293,39.07174873,"Yes"
"270","K2011-02121","29730250400000000",2012-08-01,125764,"1205","34TH","ST","1205  E 34TH ST","Kansas City","Missouri",-94.57007416,39.0648074,"Yes"
"271","K2011-02122","29730253701000000",2012-08-01,125760,"1201","34TH","ST","1201  E 34TH ST","Kansas City","Missouri",-94.57030416,39.06481517,"Yes"
"272","K2011-02128","29740182300000000",2012-08-01,126669,"3328","WABASH","AVE","3328   WABASH AVE","Kansas City","Missouri",-94.55457066,39.06530841,"Yes"
"273","K2011-02129","29740182902000000",2012-08-01,247558,"3341","OLIVE","ST","3341   OLIVE ST","Kansas City","Missouri",-94.55506613,39.06490448,"Yes"
"274","K2011-02172","29910071100000000",2012-08-01,128622,"2840","BELLEVIEW","AVE","2840   BELLEVIEW AVE","Kansas City","Missouri",-94.59699614,39.07542309,"Yes"
"275","K2011-02174","29910111401000000",2012-08-01,252005,"913","29TH","ST","913  W 29TH ST","Kansas City","Missouri",-94.59642742,39.07455042,"Yes"
"276","K2011-02176","29910131500000000",2012-08-01,128791,"2943","HOLLY","ST","2943   HOLLY ST","Kansas City","Missouri",-94.59874292,39.07350409,"Yes"
"277","K2011-02177","29910131600000000",2012-08-01,128790,"2945","HOLLY","ST","2945   HOLLY ST","Kansas City","Missouri",-94.59874673,39.07345168,"Yes"
"278","K2011-02181","30110021300000000",2012-08-01,133733,"3539","OLIVE","ST","3539   OLIVE ST","Kansas City","Missouri",-94.55523216,39.06146808,"Yes"
"279","K2011-02183","30110043400000000",2012-08-01,133757,"3535","BROOKLYN","AVE","3535   BROOKLYN AVE","Kansas City","Missouri",-94.5575564,39.06142218,"Yes"
"280","K2011-02185","30110080500000000",2012-08-01,133930,"3511","WOODLAND","AVE","3511   WOODLAND AVE","Kansas City","Missouri",-94.56213638,39.0624237,"Yes"
"281","K2011-02190","30110120400000000",2012-08-01,134026,"2109","36TH","ST","2109  E 36TH ST","Kansas City","Missouri",-94.55847531,39.06075768,"Yes"
"282","K2011-02194","30110152100000000",2012-08-01,133829,"3624","WABASH","AVE","3624   WABASH AVE","Kansas City","Missouri",-94.55483706,39.05996573,"Yes"
"283","K2011-02195","30110160200000000",2012-08-01,133821,"3601","WABASH","AVE","3601   WABASH AVE","Kansas City","Missouri",-94.5541213,39.06073887,"Yes"
"284","K2011-02196","30110160700000000",2012-08-01,133817,"3619","WABASH","AVE","3619   WABASH AVE","Kansas City","Missouri",-94.55414758,39.06025986,"Yes"
"285","K2011-02197","30110174000000000",2012-08-01,134268,"2520","38TH","ST","2520  E 38TH ST","Kansas City","Missouri",-94.55382768,39.05754061,"Yes"
"286","K2011-02199","30110180100000000",2012-08-01,133779,"3700","WABASH","AVE","3700   WABASH AVE","Kansas City","Missouri",-94.55473405,39.05926189,"Yes"
"287","K2011-02202","30110183902000000",2012-08-01,249004,"3707","OLIVE","ST","3707   OLIVE ST","Kansas City","Missouri",-94.55528739,39.05892445,"Yes"
"288","K2011-02204","30110192900000000",2012-08-01,134316,"3726","OLIVE","ST","3726   OLIVE ST","Kansas City","Missouri",-94.55597909,39.05834666,"Yes"
"289","K2011-02206","30110240200000000",2012-08-01,134117,"3701","WOODLAND","AVE","3701   WOODLAND AVE","Kansas City","Missouri",-94.56233743,39.05922937,"Yes"
"290","K2011-02210","30110270600000000",2012-08-01,134137,"3824","GARFIELD","AVE","3824   GARFIELD AVE","Kansas City","Missouri",-94.55994156,39.05672557,"Yes"
"291","K2011-02220","30120010300000000",2012-08-01,134622,"1707","35TH","ST","1707  E 35TH ST","Kansas City","Missouri",-94.56320914,39.06274887,"Yes"
